姓	名	小时工资	工作小时	工作职场	头衔	入职时间
华	琦	11.38	45	南京雨花台	后台开发	2004/06/15
叶	茹云	5.21	27	浦东张江	DBA	2001/03/21
江	松涛	55.84	26	海淀五道口	后台开发	2019/06/27
牛	松涛	33.18	29	浦东陆家嘴	DBA	2018/08/01
袁	伟敏	9.63	21	海淀五道口	DBA	2000/06/10
薛	一涵	20.84	31	浦东陆家嘴	存储管理	2006/03/28
孔	楠	25.34	41	浦东陆家嘴	产品经理	2008/10/24
林	朝晖	49.48	49	浦东陆家嘴	前端开发	2002/11/20
张	勇	26.76	45	深圳南山	后台开发	2011/01/02
严	琴	54.5	23	浦东张江	云平台管理	2013/07/28
齐	相龙	24.38	25	浦东陆家嘴	云平台管理	2001/05/13
邹	美雅	27.85	48	南京雨花台	UI设计	2004/09/05
廖	建刚	49.9	35	南京雨花台	系统管理	2007/12/08
汤	娟	42.44	42	海淀五道口	产品经理	2014/02/24
林	建	50.25	20	浦东张江	DBA	2015/07/16
郑	倩	22.36	29	浦东陆家嘴	产品经理	1999/12/14
曾	吉祥	15.93	24	深圳南山	DBA	2011/02/27
谢	相龙	36.91	30	南京雨花台	产品经理	2000/03/24
邹	晨	46.3	47	浦东陆家嘴	云平台管理	2003/05/16
马	欣	4.91	49	深圳南山	前端开发	2009/01/21
涂	松涛	11.97	28	海淀五道口	UI设计	2016/04/02
白	腾	3.89	22	海淀五道口	产品经理	2014/05/23
陈	明	17.71	33	浦东陆家嘴	后台开发	2013/03/15
彭	晨	43.75	21	浦东陆家嘴	UI设计	2003/07/19
徐	薇亚	23.76	40	浦东张江	云平台管理	2018/11/08
廖	飞	37.32	34	浦东张江	存储管理	2004/09/17
许	宁	31.71	28	浦东陆家嘴	云平台管理	2018/08/26
涂	健林	54.4	29	浦东张江	系统管理	2021/07/11
柳	波	8.66	21	深圳南山	存储管理	2000/10/19
周	新力	14.12	32	浦东陆家嘴	系统管理	2009/08/01
王	建刚	29.5	20	浦东张江	存储管理	2013/07/27
谢	华健	44.58	46	南京雨花台	云平台管理	2002/01/01
牛	海峰	15.2	36	南京雨花台	产品经理	2019/08/19
岳	茵	0.37	37	深圳南山	前端开发	2007/02/14
朱	勇	43.31	38	浦东张江	系统管理	2001/08/03
涂	飞	18.82	22	海淀五道口	产品经理	2001/04/07
杨	宁	30.93	25	深圳南山	前端开发	1999/12/27
戴	正	31.25	28	浦东陆家嘴	产品经理	2008/07/26
刘	东	50.25	42	南京雨花台	产品经理	2013/10/18
华	爱国	24.56	27	南京雨花台	UI设计	2011/05/04
柳	刚	0.2	38	深圳南山	UI设计	2000/12/17
黄	雷	27.66	45	浦东陆家嘴	UI设计	1998/10/20
薛	勇	15.5	33	南京雨花台	系统管理	2005/11/08
柳	文杰	54.96	23	深圳南山	产品经理	2021/03/20
许	欣	17.51	25	南京雨花台	DBA	2016/05/20
李	海峰	28.0	20	浦东陆家嘴	DBA	2012/03/24
石	勇	35.51	31	深圳南山	存储管理	2006/11/12
郭	新力	11.21	21	深圳南山	UI设计	1998/04/11
夏	宇进	42.79	30	浦东陆家嘴	后台开发	2007/03/10
孙	晨	34.4	20	深圳南山	系统管理	2017/12/26
王	健林	37.9	45	浦东陆家嘴	产品经理	2006/10/22
袁	丹丹	19.43	46	南京雨花台	云平台管理	1999/05/08
鲁	彪	21.89	41	深圳南山	前端开发	2021/03/25
刘	薇亚	31.87	28	浦东陆家嘴	UI设计	2012/07/11
华	海峰	54.28	50	南京雨花台	系统管理	1998/05/15
谢	波	34.89	42	南京雨花台	产品经理	2021/11/21
曾	强	14.66	47	南京雨花台	DBA	2011/04/04
夏	雷	44.7	33	浦东陆家嘴	DBA	2008/01/16
郭	正	10.94	44	浦东张江	系统管理	2011/10/24
许	吉祥	54.39	46	海淀五道口	前端开发	2022/01/04
岳	一涵	18.3	35	海淀五道口	UI设计	2017/01/01
涂	彪	17.79	42	南京雨花台	云平台管理	2018/09/12
张	茉莉	37.9	42	浦东陆家嘴	DBA	2006/10/23
徐	华世	18.41	40	浦东陆家嘴	前端开发	2013/07/13
黄	伟敏	15.72	29	浦东张江	后台开发	2009/06/21
祝	华健	30.15	20	南京雨花台	存储管理	2005/04/04
何	丽	0.26	36	浦东张江	产品经理	2015/08/03
郭	阳	14.1	21	浦东张江	产品经理	2017/05/11
岳	丽亚	56.3	34	深圳南山	后台开发	2007/03/07
顾	子轩	47.64	49	浦东张江	存储管理	2015/09/05
刘	心愿	38.41	38	海淀五道口	云平台管理	2008/01/05
邹	宇进	18.26	31	浦东陆家嘴	前端开发	2002/06/19
江	国贤	26.96	50	深圳南山	系统管理	1998/01/02
郭	新海	5.89	25	南京雨花台	产品经理	2016/09/26
卢	彪	35.1	34	深圳南山	UI设计	1999/04/17
齐	伟敏	51.21	27	深圳南山	DBA	2021/12/15
蒋	雷	25.86	38	海淀五道口	产品经理	2019/06/17
钱	新海	13.91	38	浦东张江	DBA	2016/05/09
叶	爱国	37.75	48	深圳南山	UI设计	2013/02/04
孔	松涛	48.9	46	南京雨花台	产品经理	2004/05/26
蒋	健林	45.62	22	浦东陆家嘴	产品经理	2003/08/27
齐	鑫	9.32	33	海淀五道口	前端开发	2000/05/27
舒	昕	9.94	34	浦东张江	产品经理	2012/04/21
薛	飞	4.32	23	南京雨花台	系统管理	2006/09/02
郭	心愿	37.88	21	深圳南山	产品经理	2003/08/03
周	国贤	35.86	35	南京雨花台	DBA	2006/06/28
赵	建	12.63	37	海淀五道口	后台开发	2018/04/08
江	勇	46.58	32	南京雨花台	DBA	2013/12/15
夏	薇亚	15.66	20	深圳南山	产品经理	2008/01/13
夏	强	40.25	29	浦东陆家嘴	UI设计	2021/01/06
严	茵	54.2	27	浦东陆家嘴	DBA	1998/12/11
孙	新力	38.66	47	浦东陆家嘴	后台开发	2015/10/07
赵	海峰	45.97	34	海淀五道口	后台开发	2002/08/15
曾	彪	8.57	26	浦东张江	存储管理	2008/03/22
吴	心愿	53.11	31	浦东张江	DBA	2022/01/21
竺	旭	45.68	21	浦东张江	存储管理	2002/07/18
何	茹云	58.27	37	浦东张江	存储管理	2015/09/01
戴	炜	37.97	50	海淀五道口	云平台管理	2010/05/07
邹	海波	38.9	43	浦东陆家嘴	后台开发	2015/07/26
夏	华健	60.6	22	海淀五道口	系统管理	2012/04/24
林	旭东	52.71	30	海淀五道口	后台开发	2005/03/11
钱	宇进	11.21	36	南京雨花台	DBA	2008/10/03
戴	茵	27.3	28	浦东张江	DBA	2005/11/21
柳	建	56.4	35	海淀五道口	系统管理	1999/11/27
牛	建刚	1.8	38	深圳南山	后台开发	2003/02/19
黄	旭	6.1	31	浦东陆家嘴	前端开发	2008/11/09
岳	彪	43.43	38	深圳南山	系统管理	2001/04/23
涂	为民	31.68	29	南京雨花台	DBA	2006/01/19
姜	海峰	22.19	41	南京雨花台	前端开发	2001/05/28
舒	吉祥	31.16	28	浦东陆家嘴	产品经理	2001/06/09
马	海峰	59.79	39	浦东陆家嘴	UI设计	2011/11/13
曾	楠	36.48	30	南京雨花台	产品经理	2021/01/24
陆	思华	50.13	48	浦东陆家嘴	系统管理	2013/03/21
陆	华健	40.22	28	浦东张江	云平台管理	1998/09/11
夏	国贤	47.98	26	浦东陆家嘴	系统管理	2021/12/06
叶	昕	20.52	23	浦东张江	DBA	2016/10/23
谢	丽亚	17.89	34	浦东陆家嘴	后台开发	2022/02/23
陈	薇亚	35.73	24	海淀五道口	DBA	1999/05/27
卢	晨	6.99	41	海淀五道口	系统管理	2020/04/14
曹	健	20.82	36	南京雨花台	系统管理	2001/07/02
刘	健	34.91	27	海淀五道口	后台开发	2022/08/19
陈	宁	5.2	36	浦东陆家嘴	前端开发	2015/07/06
林	一涵	41.94	48	深圳南山	后台开发	2019/02/17
李	健林	36.91	27	浦东张江	存储管理	2017/11/03
郑	欣	27.41	28	浦东张江	UI设计	2011/05/09
吴	海峰	41.3	30	海淀五道口	UI设计	2009/01/21
高	捷	56.8	41	海淀五道口	前端开发	2010/01/15
叶	心愿	9.9	35	南京雨花台	云平台管理	1999/09/12
马	东	21.18	22	海淀五道口	云平台管理	2009/11/05
岳	为民	11.77	31	海淀五道口	DBA	2014/07/28
叶	思华	11.62	28	浦东张江	UI设计	2018/07/11
牛	飞	44.65	29	浦东张江	产品经理	2009/10/18
许	宇进	48.7	27	南京雨花台	DBA	2014/09/16
魏	薇亚	9.96	46	浦东陆家嘴	DBA	2018/09/15
邹	聪	18.53	25	南京雨花台	UI设计	2017/11/19
吴	薇亚	10.85	45	海淀五道口	前端开发	2016/11/11
柳	相龙	15.24	25	南京雨花台	存储管理	2021/09/16
王	松涛	21.43	24	南京雨花台	产品经理	2022/10/26
戴	腾	47.11	45	浦东陆家嘴	存储管理	2007/05/16
徐	东	39.49	28	浦东陆家嘴	存储管理	2002/06/14
顾	薇亚	46.48	38	浦东陆家嘴	云平台管理	2014/11/14
许	楠	21.24	43	浦东张江	前端开发	2010/10/06
谢	刚	28.73	29	浦东张江	前端开发	2017/08/20
周	松涛	23.91	33	深圳南山	前端开发	2009/06/18
肖	海波	12.6	34	浦东陆家嘴	云平台管理	1999/08/16
祝	心愿	5.81	30	深圳南山	后台开发	2021/11/09
廖	磊	1.66	38	深圳南山	UI设计	1999/11/01
张	海波	46.11	44	海淀五道口	UI设计	2004/06/15
魏	娟	13.52	46	海淀五道口	前端开发	2022/08/19
赵	欢	42.2	25	南京雨花台	产品经理	2020/05/27
杜	磊	54.28	33	浦东陆家嘴	前端开发	2007/04/07
徐	海波	7.64	35	深圳南山	系统管理	2006/04/22
杨	文杰	45.0	43	海淀五道口	前端开发	2004/12/16
邹	鑫	52.48	24	海淀五道口	系统管理	2006/05/03
杜	相龙	53.92	47	深圳南山	后台开发	2020/06/23
杨	建	35.56	24	浦东张江	DBA	2004/05/05
张	爱国	28.93	46	深圳南山	产品经理	1999/01/04
戴	相龙	60.55	46	浦东张江	后台开发	2001/01/28
郑	华世	17.43	41	深圳南山	UI设计	2012/02/05
姜	琦	13.96	44	浦东张江	云平台管理	2003/10/24
徐	建刚	29.97	37	深圳南山	DBA	2014/05/21
肖	健	43.16	30	海淀五道口	产品经理	2020/11/01
江	腾	40.54	30	浦东张江	系统管理	2014/02/20
张	伟敏	48.16	43	浦东陆家嘴	存储管理	1999/11/26
廖	琴	48.78	42	南京雨花台	系统管理	2014/07/27
袁	文杰	24.52	21	浦东陆家嘴	前端开发	2012/06/23
廖	文杰	1.14	39	南京雨花台	后台开发	2011/08/25
齐	建刚	3.69	40	浦东陆家嘴	前端开发	2019/12/10
薛	美雅	53.19	43	浦东陆家嘴	后台开发	2010/02/19
戴	心愿	25.9	44	浦东张江	系统管理	1998/01/12
蒋	为民	55.9	28	南京雨花台	前端开发	2013/10/07
马	正	53.57	41	海淀五道口	UI设计	2010/12/12
王	明	36.22	24	浦东陆家嘴	系统管理	2019/02/15
许	茉莉	27.6	47	浦东张江	DBA	1998/10/11
舒	思聪	10.4	37	浦东陆家嘴	DBA	2005/04/03
钱	勇	19.96	22	浦东陆家嘴	后台开发	2010/08/17
张	建刚	15.7	50	深圳南山	前端开发	2005/07/01
郭	娟	31.75	28	深圳南山	后台开发	2014/07/21
孔	明	13.75	25	南京雨花台	产品经理	2005/09/19
曹	丹丹	58.45	24	浦东张江	UI设计	1999/01/25
曾	阳	38.17	23	南京雨花台	产品经理	2000/01/18
严	捷	45.79	21	南京雨花台	产品经理	2006/08/06
竺	倩	48.19	29	南京雨花台	云平台管理	1998/12/12
肖	聪	10.39	31	深圳南山	后台开发	2009/11/12
肖	为民	12.76	43	浦东张江	云平台管理	2006/04/22
舒	丽	27.62	32	南京雨花台	前端开发	2022/02/11
孔	捷	34.11	24	海淀五道口	存储管理	2014/03/04
廖	明	13.35	38	浦东张江	UI设计	2005/05/01
牛	华世	5.22	28	浦东陆家嘴	UI设计	2021/02/13
徐	建	22.46	38	海淀五道口	DBA	2004/05/23
杜	海波	13.47	26	深圳南山	系统管理	2007/10/03
陆	海峰	14.48	50	南京雨花台	DBA	2005/10/17
刘	丽亚	46.2	24	南京雨花台	前端开发	2018/06/03
涂	聪	42.43	47	浦东张江	产品经理	2006/07/21
姜	茵	8.11	50	深圳南山	前端开发	2022/03/09
钱	丹丹	50.36	24	南京雨花台	存储管理	2008/09/08
卢	昕	36.95	41	深圳南山	系统管理	2000/08/18
岳	强	12.11	44	浦东张江	DBA	2017/07/14
鲁	海峰	38.3	20	浦东张江	产品经理	2002/12/27
叶	腾	8.89	20	南京雨花台	云平台管理	2022/08/24
陆	捷	22.92	42	浦东陆家嘴	前端开发	2014/08/12
岳	建	5.43	43	南京雨花台	系统管理	1999/07/05
鲁	旭东	13.52	37	深圳南山	UI设计	2000/01/18
卢	旭	38.26	42	深圳南山	前端开发	2006/02/25
齐	新力	37.44	29	浦东张江	后台开发	2017/12/20
谢	倩	45.51	20	浦东张江	存储管理	2003/05/19
牛	健林	53.88	31	南京雨花台	产品经理	2003/03/22
孙	强	36.26	43	南京雨花台	存储管理	2021/05/27
蒋	捷	48.29	36	南京雨花台	DBA	2005/07/17
杜	腾	44.82	38	浦东陆家嘴	前端开发	2019/02/13
廖	宁	50.57	42	浦东张江	后台开发	2004/11/05
华	欢	53.47	47	浦东张江	云平台管理	2020/12/22
唐	海峰	33.61	20	深圳南山	DBA	2005/08/08
吴	朝晖	53.77	27	深圳南山	存储管理	2012/07/24
吴	新海	41.63	26	海淀五道口	产品经理	2017/04/20
徐	波	30.62	30	浦东陆家嘴	系统管理	2006/02/04
谢	茉莉	23.55	39	浦东张江	云平台管理	2018/10/08
孙	楠	38.86	29	浦东陆家嘴	存储管理	2019/04/15
舒	丽亚	7.22	48	浦东张江	UI设计	2018/08/08
祝	为民	19.96	29	深圳南山	系统管理	1999/12/26
竺	刚	28.49	30	海淀五道口	云平台管理	2006/07/09
卢	建	56.7	37	深圳南山	存储管理	2006/08/20
孔	军	15.25	22	浦东张江	云平台管理	2011/12/01
刘	军	45.78	39	浦东张江	系统管理	2022/11/05
岳	松涛	50.7	49	浦东陆家嘴	存储管理	2010/05/15
王	一涵	53.18	44	海淀五道口	前端开发	2003/05/09
孔	宇进	9.98	33	浦东陆家嘴	UI设计	2013/05/11
涂	磊	9.55	44	浦东张江	系统管理	2015/01/10
王	薇亚	8.87	41	南京雨花台	UI设计	2020/09/07
边	健林	23.97	40	深圳南山	DBA	2010/05/20
叶	华世	40.35	31	浦东陆家嘴	DBA	2000/11/22
郑	茹云	23.44	39	浦东陆家嘴	云平台管理	2019/04/02
涂	丽亚	24.1	39	浦东张江	云平台管理	2019/10/10
曹	海峰	41.82	24	浦东陆家嘴	产品经理	2005/10/16
肖	茉莉	9.78	50	南京雨花台	后台开发	2012/12/06
袁	海峰	1.98	42	海淀五道口	后台开发	2021/01/14
彭	宇进	52.41	39	浦东张江	系统管理	2014/02/01
魏	彪	41.68	42	浦东张江	存储管理	2011/08/26
高	欣	24.58	21	南京雨花台	后台开发	2019/06/11
薛	阳	43.27	20	南京雨花台	存储管理	1998/01/11
谢	宇进	34.92	41	海淀五道口	系统管理	2008/08/26
江	建	42.13	49	浦东陆家嘴	DBA	2014/10/11
何	华健	17.18	36	浦东陆家嘴	DBA	2007/01/20
祝	吉祥	45.28	33	深圳南山	前端开发	2019/06/23
许	新力	9.9	32	浦东张江	云平台管理	2016/05/21
马	相龙	44.82	26	浦东张江	产品经理	2003/07/05
鲁	华健	17.84	41	浦东张江	DBA	2001/12/13
彭	为民	57.92	33	浦东陆家嘴	前端开发	1998/04/10
牛	心愿	48.11	42	浦东陆家嘴	产品经理	2000/12/19
高	阳	20.84	37	浦东张江	云平台管理	2019/10/17
朱	强	58.28	25	南京雨花台	存储管理	2013/12/14
杨	华世	18.71	40	深圳南山	前端开发	2000/12/26
陆	刚	9.85	33	南京雨花台	DBA	2000/01/21
陈	建	12.32	30	海淀五道口	DBA	2008/02/16
袁	彪	20.16	49	海淀五道口	产品经理	2010/12/04
何	旭	19.56	39	浦东张江	云平台管理	2021/04/02
袁	健林	59.62	42	浦东陆家嘴	产品经理	2018/12/14
郭	一涵	26.21	49	南京雨花台	DBA	2013/10/05
冯	腾	19.58	47	浦东陆家嘴	前端开发	2003/09/11
边	吉祥	8.39	27	海淀五道口	前端开发	2003/08/09
李	新海	7.73	30	南京雨花台	产品经理	2014/01/10
刘	爱国	7.5	33	深圳南山	系统管理	2011/11/14
许	海波	7.75	23	浦东张江	前端开发	2012/09/18
岳	琴	45.16	46	南京雨花台	UI设计	2006/05/26
严	吉祥	14.5	45	南京雨花台	云平台管理	2014/04/17
叶	美雅	17.15	49	海淀五道口	UI设计	2000/01/17
袁	为民	36.99	30	海淀五道口	后台开发	2011/10/10
柳	心愿	33.13	21	南京雨花台	前端开发	1999/11/25
钱	茹云	48.23	30	浦东陆家嘴	前端开发	2017/01/26
林	丽	50.33	44	深圳南山	系统管理	2013/06/14
边	国贤	29.1	32	南京雨花台	系统管理	2008/02/26
陈	新力	47.7	44	浦东陆家嘴	前端开发	2013/12/22
白	为民	5.46	46	浦东张江	前端开发	2019/04/04
肖	新力	37.53	38	南京雨花台	后台开发	2000/05/01
冯	一涵	56.9	30	海淀五道口	前端开发	2001/06/15
孙	勇	9.46	37	浦东张江	系统管理	2019/04/01
顾	欢	25.29	33	海淀五道口	UI设计	2002/01/06
曾	飞	38.15	27	浦东张江	DBA	2019/10/09
叶	新力	3.5	44	深圳南山	产品经理	2015/03/08
袁	宇进	11.35	27	浦东陆家嘴	前端开发	2010/07/19
曾	思华	23.6	26	海淀五道口	云平台管理	2022/06/10
竺	娟	13.61	49	深圳南山	前端开发	2011/06/28
朱	丽亚	14.23	27	深圳南山	UI设计	2013/08/16
林	吉祥	37.84	24	浦东张江	后台开发	2012/07/12
王	昕	44.2	28	浦东张江	前端开发	2012/06/27
岳	丹丹	27.59	37	浦东陆家嘴	UI设计	2014/08/01
李	茉莉	41.18	22	浦东陆家嘴	后台开发	2004/11/04
朱	正	27.16	24	海淀五道口	前端开发	2019/09/14
朱	薇亚	38.13	32	浦东张江	DBA	2018/12/22
刘	鑫	53.61	28	浦东陆家嘴	前端开发	2009/12/07
高	思聪	17.43	20	南京雨花台	存储管理	2020/08/02
曹	茹云	14.73	24	浦东陆家嘴	产品经理	2019/08/16
边	捷	5.65	46	南京雨花台	存储管理	1998/06/14
戴	宁	57.82	50	深圳南山	前端开发	2021/06/23
杜	旭	20.84	39	南京雨花台	存储管理	2009/02/26
涂	雷	32.78	24	浦东张江	存储管理	2013/11/26
白	建刚	2.11	39	浦东陆家嘴	产品经理	2013/09/13
叶	东	26.85	49	浦东张江	系统管理	2008/09/09
彭	建刚	46.9	43	浦东张江	云平台管理	2009/11/04
杜	丽	43.53	20	深圳南山	UI设计	2011/05/13
邹	琦	28.3	46	浦东陆家嘴	DBA	2009/09/28
竺	飞	48.96	48	深圳南山	DBA	2009/09/17
郑	文杰	14.12	34	海淀五道口	云平台管理	2013/12/20
杜	昕	10.48	27	南京雨花台	DBA	1998/02/02
吴	欢	16.61	46	浦东张江	前端开发	2002/12/10
白	旭	18.1	36	浦东张江	产品经理	2003/06/07
石	海峰	50.69	24	浦东张江	云平台管理	2006/02/04
鲁	宇进	27.37	32	海淀五道口	产品经理	2004/02/21
夏	宁	51.24	46	南京雨花台	后台开发	2004/05/20
魏	思华	40.97	38	南京雨花台	产品经理	2021/09/09
陈	欢	12.4	35	浦东陆家嘴	UI设计	2019/01/16
祝	海波	44.89	48	深圳南山	存储管理	2022/06/02
肖	茹云	10.8	30	海淀五道口	存储管理	2022/10/11
王	丽亚	57.72	40	浦东陆家嘴	云平台管理	2011/08/09
齐	爱国	41.33	33	浦东陆家嘴	系统管理	2016/10/09
林	刚	50.86	47	浦东陆家嘴	产品经理	2010/03/02
黄	松涛	51.47	43	浦东陆家嘴	存储管理	2006/11/09
徐	朝晖	41.33	42	浦东陆家嘴	后台开发	2010/10/05
魏	丹丹	37.59	22	浦东张江	存储管理	2018/08/02
夏	为民	8.92	25	南京雨花台	前端开发	2002/07/10
谢	磊	60.46	20	深圳南山	DBA	2004/02/20
柳	华健	19.75	37	浦东陆家嘴	系统管理	2013/08/27
林	聪	42.86	48	浦东陆家嘴	云平台管理	2009/09/08
郭	健林	44.59	37	海淀五道口	DBA	2006/02/07
石	丹丹	1.6	46	南京雨花台	产品经理	2006/02/18
曹	伟敏	52.22	35	浦东陆家嘴	后台开发	2007/12/06
唐	欣	17.11	42	南京雨花台	系统管理	2022/04/14
黄	欣	24.38	44	浦东陆家嘴	系统管理	2008/02/10
王	宁	47.16	29	海淀五道口	系统管理	2021/07/09
华	建刚	49.98	46	深圳南山	后台开发	2007/07/08
卢	茵	12.27	41	浦东陆家嘴	前端开发	2007/12/18
冯	东	34.62	21	南京雨花台	云平台管理	1998/11/09
廖	欢	16.2	38	浦东张江	DBA	2021/09/09
薛	欢	54.65	41	浦东陆家嘴	DBA	2000/02/17
杨	一涵	44.1	29	南京雨花台	云平台管理	2020/05/20
白	吉祥	25.22	50	海淀五道口	产品经理	2000/02/15
竺	强	48.91	47	深圳南山	DBA	2008/03/07
叶	旭	11.34	37	浦东陆家嘴	前端开发	2001/07/20
魏	炜	41.5	48	深圳南山	云平台管理	2021/06/18
陆	茹云	0.22	49	浦东陆家嘴	UI设计	2003/07/19
舒	军	11.62	23	浦东张江	UI设计	2009/02/01
廖	阳	20.83	34	深圳南山	系统管理	2022/03/26
黄	为民	21.35	41	深圳南山	DBA	2010/06/06
郑	薇亚	23.65	49	海淀五道口	前端开发	2013/11/12
陆	建	8.31	49	南京雨花台	系统管理	2014/03/27
严	茹云	7.92	22	海淀五道口	DBA	2002/09/19
齐	宇进	8.54	44	深圳南山	云平台管理	2019/08/03
陆	楠	56.14	44	南京雨花台	UI设计	2017/03/17
夏	楠	37.21	28	深圳南山	UI设计	2009/08/22
何	娟	37.6	28	海淀五道口	DBA	1999/10/03
郭	鑫	35.1	30	南京雨花台	UI设计	2000/08/01
严	正	18.42	35	南京雨花台	云平台管理	2006/01/18
岳	晨	13.36	39	浦东陆家嘴	DBA	2005/11/06
岳	捷	18.5	44	南京雨花台	系统管理	2001/02/22
祝	飞	33.41	27	海淀五道口	UI设计	2019/03/26
朱	炜	32.79	46	浦东张江	DBA	2010/11/16
林	明	43.82	35	浦东陆家嘴	后台开发	2010/02/05
冯	相龙	60.78	42	浦东陆家嘴	前端开发	2010/07/24
郑	丽亚	1.52	48	浦东陆家嘴	UI设计	2003/05/10
孔	旭	38.73	35	深圳南山	云平台管理	2010/10/22
姜	茹云	12.1	21	浦东张江	产品经理	2011/01/15
